binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Basileuterus rufifrons,0.008110595,0.009534414,0.02364021,0.025829867,Rufous-capped Warbler,Basileuterus_rufifrons,48.05555556,43.88888889,NA,NA,NA,NA,NA,0.913294798,9.52E+11,208.8678679,134.1591592,67.10910911,2070.915916,310.4324324,105.6756757,204.7567568,223.8858859,200.5855856,232.8298298,180.3783784,1320.866867,266.0620621,15.29129129,85.66466466,684.992993,61.33333333,378.043043,185.7147147,1.410542971,0.853312759,0.286263486,44.41543906,1.232799063,2.139664988,1.899950554,1.260009001,1.563381601,1.286813672,1.752361591,21.54584319,3.521746932,0.610085324,0.599161856,9.304171895,2.227195834,5.471767904,8.003040019,169.8288288,199.5055055,135.1991992,1096.022022,239.1411411,11.95995996,86.43143143,605.8548549,50.06206206,284.2532533,148.006006,142.6846847,64.19319319,2526.062062,283.9039039,57.31231231,226.5915916,186.1871872,162.4954955,1.479591472,1.367525634,1.815257626,18.16300073,3.639920558,0.506057476,0.506062088,9.736648464,1.796771231,5.030203292,5.494722879,0.795853351,0.284704622,46.32927988,1.316009481,2.124865334,1.767439007,1.35144944,1.631810903,9322.15,330.3031403,134.8446377,27.9656215,LC,Parulidae,New World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,-0.11,-0.59,39
Basileuterus signatus,0.005459518,0.009534414,0.023555414,0.026701738,Pale-legged Warbler,Basileuterus_signatus,42.5,44.02777778,NA,NA,NA,NA,NA,1.035947712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Parulidae,New World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Basileuterus trifasciatus,0.005459518,0.013432067,0.024677412,0.026843896,Three-banded Warbler,Basileuterus_trifasciatus,44.58333333,40.13888889,NA,NA,NA,NA,NA,0.900311527,29296984065,209.734,122.625,83.315,776.518,283.396,136.264,147.132,217.842,200.415,219.07,199.62,712.025,185.293,4.732,112.325,440.077,20.593,306.27,87.486,1.108276825,0.29207479,0.218434174,17.50500211,1.149805739,1.189926985,0.469782153,1.225759161,1.051850353,1.217049839,1.044581615,12.32395368,2.111673345,0.19848822,1.040621097,6.711502763,0.687224584,6.276589255,5.911373287,172.593,185.911,158.135,793.925,195.312,6.662,106.899,465.103,29.758,421.448,47.759,116.957,77.718,1092.001,247.172,96.504,150.668,185.175,158.845,1.126702627,1.241483935,1.056475705,14.18281205,2.340426938,0.294972481,1.151729691,7.232432265,1.066145441,6.031776988,3.038788106,0.303227799,0.22920954,18.15674195,1.217674483,1.210188638,0.522607783,1.246316043,1.064252606,9145.564,159.5017692,30.68727611,1.421216931,LC,Parulidae,New World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Basileuterus tristriatus,0.005459518,0.009534414,NA,NA,Three-striped Warbler,Basileuterus_tristriatus,40.97222222,40.97222222,NA,NA,NA,NA,NA,1,4.68E+11,184.081,113.083,80.785,641.5,251.77,111.003,140.767,185.867,177.55,190.57,174.699,1837.139,257.074,64.732,44.803,696.856,226.882,500.341,356.762,1.644039326,0.671721163,0.220184596,13.98820818,1.69497671,1.804574598,1.014877671,1.669833421,1.643504977,1.672242056,1.62802668,28.7838809,3.84617597,1.707739603,0.509045497,10.41071488,5.482352256,8.219993736,10.0133841,146.382,154.035,135.928,1857.673,257.363,68.34,42.498,683.001,245.709,511.772,346.425,111.755,77.861,736.179,215.128,71.712,143.416,147.867,139.808,1.661357934,1.672066261,1.645900302,31.16626902,3.890157909,1.742938965,0.470730904,10.70582251,5.734180599,9.281989407,8.568353813,0.579800952,0.193585005,12.33210752,1.6802693,1.770420132,0.811950866,1.69987084,1.665238769,13763.448,241.6738498,74.81230347,12.54187155,LC,Parulidae,New World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Basilornis celebensis,0.004544711,0.002588065,0.011121327,0.006543443,Sulawesi Myna,Basilornis_celebensis,62.08333333,60.69444444,NA,NA,NA,NA,NA,0.977628635,1.74E+11,243.299,81.782,79.064,457.488,297.186,194.176,103.01,243.122,242.873,247.542,236.695,2107.991,272.314,91.209,31.248,732.124,315.921,438.87,500.926,0.788731701,0.089198836,0.099819176,3.553578728,0.776949841,0.768957944,0.146770029,0.773349329,0.810229191,0.787028366,0.807317618,12.32491462,2.557036143,0.909774152,0.384351691,6.46676346,2.711048975,3.739453518,3.764771444,208.147,214.591,199.408,1780.236,270.438,58.38,41.752,677.64,218.565,446.953,339.216,100.779,74.368,681.335,279.323,143.844,135.479,209.883,202.534,0.798067856,0.816495183,0.81676474,11.13079651,2.699570677,0.63331247,0.403625333,6.462662951,1.956571989,4.049400998,6.637194565,0.499090423,0.175154946,3.72475779,0.986122258,0.820773619,0.769718146,0.788351958,0.853602648,10049.439,238.1312799,94.7739235,6.087441279,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Basilornis mirandus,0.004544711,0.002588065,0.008053613,0.006776694,Apo Myna,Basilornis_mirandus,66.25,59.02777778,NA,NA,NA,NA,NA,0.890985325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batara cinerea,0.006855739,0.006855959,0.023081802,0.021873553,Giant Antshrike,Batara_cinerea,47.5,51.94444444,NA,NA,NA,NA,NA,1.093567251,6.00E+11,186.487,113.06,56.439,2925.089,283.186,84.515,198.671,208.17,160.866,221.352,147.874,1532.708,193.241,78.667,33.158,526.122,268.627,502.029,283.891,0.59094928,0.466737875,0.145318259,15.56441898,0.690701435,0.703079011,0.69367712,0.919799506,0.837018903,0.617072828,0.61516384,11.1362343,1.297843333,1.2895872,0.778007926,3.554791648,4.197311675,3.428304746,4.412733998,148.92,189.468,106.615,1523.363,193.622,70.378,33.799,524.048,256.703,488.09,293.931,122.478,55.595,3301.222,256.396,37.388,219.008,168.897,133.699,0.604439366,0.629464218,0.641006759,11.75494423,1.437495569,1.076738818,0.6957677,3.853344776,3.880865871,3.661767393,4.790192082,0.354323385,0.129382049,17.78456194,0.713605224,0.671614862,0.629743212,1.109167545,1.057475604,14017.916,236.3580468,90.79244591,22.82268497,LC,Thamnophilidae,Antbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Bathmocercus cerviniventris,0.002813173,0.002521309,0.002810643,0.005095233,Black-headed Rufous Warbler,Bathmocercus_cerviniventris,51.66666667,59.72222222,NA,NA,NA,NA,NA,1.155913978,2.77E+11,257.146,102.558,73.277,909.462,330.873,191.282,139.591,253.845,258.66,267.862,244.97,2059.187,368.808,29.269,59.568,881.775,149.608,382.625,666.012,0.248605085,0.71569047,0.128673338,4.420846802,0.352006789,0.788444114,1.049915254,0.365842611,0.328338554,0.271766099,0.214352623,19.99091205,3.631371365,0.787351612,0.342176066,9.507491824,2.762421639,3.045608331,12.35095599,222.084,232.983,212.369,2090.287,380.103,39.515,59.661,884.34,172.852,572.749,500.238,111.419,72.672,869.341,294.985,142.616,152.369,222.697,216.61,0.265313655,0.27011789,0.292838853,21.98115502,3.954471423,1.049083577,0.3561136,9.246283262,3.559067723,3.858848366,12.65465557,0.697564359,0.10160088,4.593336637,0.279146373,0.780950977,0.94233584,0.371466254,0.352707106,8032.623,195.3663904,64.43311695,3.539635742,NT,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bathmocercus rufus,0.002813173,0.002660329,0.005307196,0.005095136,Black-faced Rufous Warbler,Bathmocercus_rufus,56.66666667,58.47222222,-0.836584779,1.391366969,-0.382995279,-0.445276143,-0.539632293,1.031862745,6.38E+11,232.881,103.528,79.367,687.86,300.975,171.432,129.543,229.752,230.878,240.577,223.25,1722.421,267.229,33.445,50.197,675.162,142.619,428.558,400.724,0.612633789,0.410886899,0.148115662,7.019068722,0.634571553,0.702342267,0.414912404,0.608747131,0.649594557,0.64796754,0.569910781,11.06735136,2.355921672,0.616924283,0.408486294,5.946786698,2.052537637,4.278702599,8.766417164,197.74,206.53,187.8,1563.43,252.111,24.955,53.645,633.006,119.274,447.69,449.687,110.301,77.823,740.753,269.546,128.448,141.098,193.674,194.373,0.640417469,0.682336195,0.599878199,11.43515264,2.875767153,0.472389804,0.40320162,7.087394382,1.732717875,3.83192818,9.190737004,0.466010262,0.146830617,6.681366226,0.662665081,0.761643878,0.601633076,0.623259317,0.643227497,10973.499,140.9604548,47.33737107,3.776558467,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bathmocercus winifredae,0.003043805,0.002768527,0.006209528,0.012039497,Mrs Moreau's Warbler,Bathmocercus_winifredae,46.80555556,47.22222222,NA,NA,NA,NA,NA,1.008902077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis capensis,0.014566583,0.002337296,0.004322089,0.004238753,Cape Batis,Batis_capensis,52.08333333,60.55555556,-0.847918913,0.040413514,-0.499046273,2.244888527,0.96706985,1.162666667,4.17E+11,175.456,130.481,57.041,3312.816,279.711,52.303,227.408,196.61,147.49,213.177,129.574,717.236,119.729,15.391,58.006,331.437,55.296,294.286,69.974,0.859560881,0.580082869,0.07790628,21.87121529,0.905539331,1.100823784,1.118445554,1.261195669,1.320778693,0.768652391,0.988388302,9.182485957,2.068820335,0.327128617,0.779833382,5.781972608,1.039143013,5.602116557,1.748271082,138.606,180.323,90.39,749.761,121.618,17.107,54.383,333.2,64.183,309.821,83.806,134.661,56.599,3542.237,248.829,11.764,237.065,163.304,109.92,0.876695705,0.757238457,1.052175353,9.525086412,2.100714421,0.354357334,0.738122711,5.680182962,1.178686902,6.171173822,2.050065641,0.520081305,0.106515466,24.59252205,0.888598541,1.040209758,1.114379925,1.330937632,1.324483241,7522.368,217.1416838,42.07498318,5.215377211,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis diops,0.001392305,0.001332413,0.003557434,0.004074515,Ruwenzori Batis,Batis_diops,58.75,51.25,NA,NA,NA,NA,NA,0.872340426,68443812794,183.302,106.62,83.231,351.98,247.15,119.424,127.726,182.876,180.194,186.98,178.808,1517.107,200.723,32.416,43.911,538.904,141.17,338.282,239.603,0.834901105,0.266677177,0.201400599,3.309686636,0.933291237,0.761875763,0.311958719,0.814478975,0.845024515,0.846800254,0.841642143,6.455994533,1.1029945,0.789413781,0.44395515,2.755001419,2.739983688,3.266778584,3.372135331,143.664,146.829,139.283,1398.586,208.576,33.758,43.949,503.888,145.888,411.59,234.105,114.806,85.182,333.858,210.56,76.359,134.201,144.987,141.046,0.853911159,0.866360398,0.848310404,6.070199826,1.196891295,0.727881341,0.438630591,2.572186151,2.448737996,4.105749759,3.902559153,0.281616178,0.136577925,3.370096347,0.94698954,0.781338985,0.343270205,0.843082213,0.862775907,12976.78,218.9367952,198.8369677,7.65414543,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis minor,0.001392305,0.007849759,0.00416874,0.004356072,Black-headed Batis,Batis_minor,46.52777778,50.69444444,-0.993252838,0.996094506,-0.264898716,-0.445276143,-0.539632293,1.089552239,2.80E+11,251.6946947,100.9099099,68.34634635,1390.086086,326.0800801,180.1391391,145.9409409,258.6666667,241.1381381,267.5545546,232.1951952,824.6126126,178.2152152,8.940940941,81.53753754,412.5675676,39.87687688,245.1281281,65.14014014,0.928383458,0.657989267,0.169174368,8.112426849,1.088853539,1.043865146,0.752903029,0.911232888,1.192823783,0.908904531,0.997805489,10.32427323,2.309057232,0.284943735,0.575807557,5.728091188,1.04749865,3.863635955,1.675176234,223.601,240.815,203.446,654.723,161.884,6.344,92.568,333.037,27.706,202.139,48.517,114.697,68.584,1458.183,308.886,143.273,165.613,230.917,212.764,0.929519126,0.920616266,0.989463553,7.23468347,1.556692595,0.193920781,0.655135542,3.561746716,0.730671914,2.765093384,1.298388048,0.698673984,0.143818037,9.452827697,1.186601461,0.984119384,0.878917361,0.936381825,1.198181933,6819.414,228.6608978,54.90847066,10.1379316,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis mixta,0.003095042,0.001332413,0.003430469,0.003659104,Short-tailed Batis,Batis_mixta,43.05555556,61.94444444,-0.834524041,0.914930027,-0.466820146,-0.445276143,-0.539632293,1.438709677,57484871707,230.252,104.401,67.315,1581.587,309.13,155.409,153.721,238.267,214.126,247.88,208.025,943.514,196.578,15.64,71.009,441.201,61.971,257.742,80.053,0.861481658,0.377667621,0.084314197,5.031846571,0.721270637,0.926890957,0.456972628,0.853278263,1.072157472,0.868331503,0.886394986,6.727271958,1.901342426,0.410537381,0.429906663,3.900003927,1.500427753,2.498428622,2.205460098,201.441,222.088,177.223,730.254,175.1,10.705,81.24,337.62,42.286,176.261,52.215,121.127,66.886,1749.785,295.746,115.817,179.929,209.819,183.831,0.892029279,0.935518814,0.879955449,5.050357571,1.537240094,0.259270508,0.47697789,2.738580549,0.952280969,2.060550593,1.448531331,0.405521045,0.083928827,8.048030664,0.944978555,0.865074485,0.608797662,0.924539351,1.116918057,8322.183,165.5148486,101.1185313,7.974390566,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,0.61,2.59,200
Batis molitor,0.001392305,0.001332413,0.003741371,0.006000223,Chinspot Batis,Batis_molitor,47.5,56.38888889,-0.844402485,0.599668791,-0.496321665,2.244888527,-0.539632293,1.187134503,5.23E+12,211.169,134.329,63.403,2267.909,309.244,93.972,215.272,226.971,180.473,234.36,178.043,870.571,175.812,4.966,88.676,467.415,21.574,270.685,40.08,0.770746709,0.663948482,0.279206998,35.88424721,0.903945563,1.339053502,1.555947618,0.757324038,1.069575272,0.761254168,1.022262281,10.45349341,1.910986794,0.326060055,0.708287156,5.240624096,1.276074014,3.465010256,2.858240217,174.227,195.295,142.731,808.253,164.547,4.159,87.037,425.113,18.735,280.253,43.56,137.608,65.347,2142.54,268.98,55.982,212.998,190.301,145.558,0.785823765,0.732886825,1.050692435,8.825424245,1.769702132,0.264366429,0.628556055,4.830153063,1.024165851,3.900833179,3.067369746,0.603601417,0.268045592,33.96553957,0.794407127,1.330466015,1.345291718,0.740955744,1.092182906,7484.263,241.6800242,48.77321632,6.315355513,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,1.4,1.41,180
Batis poensis,0.001392305,0.001332413,0.00350158,0.005467411,Fernando Po Batis,Batis_poensis,50.69444444,60.83333333,NA,NA,NA,NA,NA,1.2,1554430761,224.743,77.84,78.823,673.453,279.005,180.901,98.104,216.455,229.824,232.322,215.011,2477.993,393.787,41.593,56.226,1026.061,157.819,385.568,984.654,0.659221908,0.03854719,0.019951668,0.611857958,0.674352821,0.686559949,0.033827922,0.651951698,0.656327502,0.65882195,0.666656816,2.926282639,0.793960959,0.108762035,0.081335967,1.745458078,0.413113667,1.110748909,1.268664571,193.879,201.838,184.225,2556.643,507.587,29.089,71.255,1281.149,129.185,460.676,1264.388,83.951,79.734,676.166,250.393,145.552,104.841,184.694,195.845,0.652127003,0.650772818,0.666618898,3.672672879,1.665184455,0.08373823,0.153959991,3.146446078,0.393763666,1.271910681,2.762296461,0.15022372,0.048596354,0.725120848,0.685885552,0.645519939,0.233718513,0.657471393,0.653155101,23175.404,826.4612639,109.3612783,4.187824718,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis pririt,0.001392305,0.001332413,0.003518418,0.003660374,Pririt Batis,Batis_pririt,44.44444444,54.16666667,-1.110011394,0.184233885,-0.448601178,-0.445276143,0.96706985,1.21875,1.55E+12,192.059,159.268,55.982,4318.715,321.353,37.289,284.064,230.107,139.004,240.375,131.804,314.679,67.097,3.009,84.197,175.927,11.731,135.452,14.261,0.678501203,0.658309614,0.132963737,32.28960964,0.803221985,1.021439581,1.432576064,0.897174717,0.990552966,0.629436705,0.869136918,4.142803734,0.908824269,0.158562483,0.777197676,2.382669676,0.536709135,2.024530667,0.657116947,148.989,197.509,90.074,346.818,72.375,4.014,82.032,189.964,16.101,157.606,19.828,154.955,56.106,4236.212,273.296,-2.592,275.888,188.253,98.385,0.67216269,0.546196164,0.936301866,4.273114834,0.846127832,0.185273123,0.76696885,2.368944618,0.639551268,2.405787725,0.824397991,0.608074609,0.155476484,33.28474779,0.657239947,0.988045429,1.314664139,0.901661791,1.057019425,6371.074,490.4251546,3.151053637,1.236620064,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Batis soror,0.001949377,0.001332413,0.003518418,0.003660374,Pale Batis,Batis_soror,46.38888889,54.30555556,-1.104348352,0.6477646,-0.4660428,2.244888527,-0.539632293,1.170658683,8.63E+11,242.081,108.255,63.291,1954.059,322.459,151.824,170.635,256.932,222.381,262.316,213.332,1094.332,235.41,8.851,91.423,636.445,36.566,388.062,49.42,0.485495773,0.535851763,0.151892694,15.93958412,0.520279742,0.844344682,0.927008695,0.465686848,0.701926306,0.450989507,0.630978534,7.370840187,1.716546659,0.246600103,0.515971218,4.837451593,0.979111998,4.083170145,1.496472195,208.714,228.453,179.633,1025.667,224.266,6.965,93.797,593.927,28.213,429.776,34.09,118.367,65.098,1977.377,290.065,108.796,181.269,224.511,185.644,0.550942594,0.534377535,0.702751856,7.870833764,1.890681337,0.205806052,0.42598034,5.658971959,0.76606951,5.596955577,1.022380145,0.602706866,0.131665226,17.14480718,0.644357021,0.965037658,1.001392743,0.513698126,0.791791764,7208.996,99.20319801,43.45323291,3.495742242,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Berlepschia rikeri,0.021410574,0.025346036,0.030926349,0.033104548,Point-tailed Palmcreeper,Berlepschia_rikeri,48.61111111,51.52777778,NA,NA,NA,NA,NA,1.06,5.18E+12,258.941,105.647,78.176,548.233,327.979,191.665,136.314,256.881,257.642,265.124,251.516,2151.089,328.777,51.777,57.13,912.612,184.076,366.97,554.811,0.350525873,0.528836514,0.204912208,7.426268658,0.43257795,0.799384633,0.967137404,0.328018956,0.481588791,0.347222101,0.405983456,16.43058767,2.029290835,1.534919949,0.566512168,5.545488247,4.880096471,5.600270005,12.43685928,222.625,228.322,214.667,2123.277,330.396,51.858,57.088,885.413,191.407,565.411,412.869,109.125,77.52,583.245,292.647,150.796,141.851,222.727,219.104,0.382141868,0.362951856,0.463906586,17.4121785,2.623647597,1.433440821,0.622523728,6.525600654,4.917945052,7.899027707,10.92394903,0.528740902,0.194616226,8.605991987,0.498233507,0.815342362,0.969654076,0.358713181,0.514087025,8950.611,161.4800486,2.722734279,0.905937606,LC,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Bernieria apperti,0.006939533,0.003382308,0.008140744,0.004223762,Appert's Tetraka,Bernieria_apperti,47.36111111,44.86111111,NA,NA,NA,NA,NA,0.947214076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bernieria cinereiceps,0.002813173,0.003382308,0.004733767,0.005322673,Grey-crowned Tetraka,Bernieria_cinereiceps,42.22222222,42.36111111,NA,NA,NA,NA,NA,1.003289474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bernieria madagascariensis,0.003429247,0.004270364,0.005316768,0.006240823,Common Tetraka,Bernieria_madagascariensis,38.88888889,39.86111111,NA,NA,NA,NA,NA,1.025,4.46E+11,231.511,117.646,65.628,2048.194,313.021,135.122,177.899,250.66,206.059,252.242,201.645,1552.37,352.641,20.601,96.084,912.829,78.737,731.343,99.851,0.85643877,0.585352305,0.110706241,13.83281581,0.89490861,0.899921649,0.85289051,0.728629742,0.933362032,0.762135346,0.963329112,15.54820169,2.488697598,0.818047065,0.785535493,6.1326687,3.123920728,7.187692556,4.415892991,194.446,215.979,163.074,1594.779,366.967,23.076,96.867,945.016,81.949,784.785,92.616,125.736,66.325,2157.148,278.127,89.909,188.218,214.962,167.867,0.897513573,0.786492931,1.015962945,15.68042078,2.494920548,1.042351534,0.742373511,6.064527371,3.628455607,6.951217894,4.212063392,0.481454154,0.114980849,14.99894024,0.846077253,0.952630161,0.687373959,0.773363205,0.989786335,11534.595,182.895912,29.39506844,2.347661774,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bernieria tenebrosa,0.003455432,0.011250944,0.006401694,0.007298826,Dusky Tetraka,Bernieria_tenebrosa,42.08333333,43.19444444,NA,NA,NA,NA,NA,1.02640264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bernieria zosterops,0.002813173,0.006313383,0.00822653,0.005081858,Spectacled Tetraka,Bernieria_zosterops,38.47222222,40.13888889,NA,NA,NA,NA,NA,1.0433213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Bias musicus,0.003714743,0.001443117,0.01204824,0.010845846,Black-and-white Shrike-flycatcher,Bias_musicus,47.77777778,64.86111111,0.007689934,1.204996736,-0.48737546,2.244888527,-0.539632293,1.357558139,3.74E+12,245.006,103.119,75.417,936.936,313.482,175.673,137.809,246.041,238.325,255.179,231.644,1650.901,261.239,28.608,58.082,678.086,120.83,435.802,316.313,0.489734422,0.48542814,0.278338972,20.12638306,0.56187666,0.869336423,0.888990902,0.510911293,0.662282412,0.544898039,0.585217689,16.2484378,3.099237188,0.951596486,0.672675083,7.603461003,3.271269219,4.023783746,11.46170824,210.056,220.943,196.729,1559.305,255.878,24.262,59.998,646.339,113.081,466.792,316.628,110.418,74.487,970.223,282.191,133.097,149.094,212.052,201.336,0.509449117,0.56740788,0.609814261,17.72962023,3.490026562,0.789936298,0.647264202,8.712171372,3.037427926,3.982869315,11.18991152,0.533492165,0.247198175,20.06096697,0.580338963,0.87136954,0.956173327,0.548100091,0.650850759,9787.635,194.4710648,54.22517516,8.005926366,LC,Platysteiridae,"Shrike-flycatchers, wattle-eyes and batises",PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
